platform,operation,file_count,file_size,total_size_mb,elapsed_time,speed_mbps,concurrent_ops,iteration,status
Azure Blob Storage,upload,100,102400,9.765625,1.4570109844207764,6.702506092555129,25,2,success
AWS S3,download,100,102400,9.765625,0.5520477294921875,17.689820061361562,25,2,success
Azure Blob Storage,download,100,102400,9.765625,0.742318868637085,13.1555661759345,25,2,success
AWS S3,upload,100,102400,9.765625,0.7186620235443115,13.588619796323309,25,3,success
Azure Blob Storage,upload,100,102400,9.765625,1.5343680381774902,6.364590995781905,25,3,success
AWS S3,download,100,102400,9.765625,0.5530679225921631,17.657189291018156,25,3,success
Azure Blob Storage,download,100,102400,9.765625,0.7608530521392822,12.835099987497058,25,3,success
AWS S3,upload,100,102400,9.765625,0.6984801292419434,13.981249560525908,50,1,success
Azure Blob Storage,upload,100,102400,9.765625,1.5100212097167969,6.4672104849649985,50,1,success
AWS S3,download,100,102400,9.765625,0.5427579879760742,17.99259562519877,50,1,success
Azure Blob Storage,download,100,102400,9.765625,0.9049370288848877,10.791496743186352,50,1,success
AWS S3,upload,100,102400,9.765625,0.7113418579101562,13.728455441509272,50,2,success
Azure Blob Storage,upload,100,102400,9.765625,1.1288471221923828,8.650972136097364,50,2,success
AWS S3,download,100,102400,9.765625,0.6109051704406738,15.985500651362319,50,2,success
Azure Blob Storage,download,100,102400,9.765625,0.7888021469116211,12.380322541254644,50,2,success
AWS S3,upload,100,102400,9.765625,0.7775826454162598,12.558954417986287,50,3,success
Azure Blob Storage,upload,100,102400,9.765625,1.0194849967956543,9.578978632048887,50,3,success
AWS S3,download,100,102400,9.765625,0.7161881923675537,13.63555711204493,50,3,success
Azure Blob Storage,download,100,102400,9.765625,0.6884241104125977,14.185477894066064,50,3,success
AWS S3,upload,10,1048576,10.0,0.15738701820373535,63.53764188514669,10,1,success
Azure Blob Storage,upload,10,1048576,10.0,2.0435919761657715,4.893344716865743,10,1,success
AWS S3,download,10,1048576,10.0,0.12923383712768555,77.37911542562809,10,1,success
Azure Blob Storage,download,10,1048576,10.0,1.1354351043701172,8.8071964320211,10,1,success
AWS S3,upload,10,1048576,10.0,0.16617989540100098,60.175750958739414,10,2,success
Azure Blob Storage,upload,10,1048576,10.0,0.898158073425293,11.133897579813695,10,2,success
AWS S3,download,10,1048576,10.0,0.12584805488586426,79.46090234822722,10,2,success
Azure Blob Storage,download,10,1048576,10.0,0.988616943359375,10.115141225497762,10,2,success
AWS S3,upload,10,1048576,10.0,0.16514301300048828,60.55357606906708,10,3,success
Azure Blob Storage,upload,10,1048576,10.0,1.6016130447387695,6.243705389918977,10,3,success
AWS S3,download,10,1048576,10.0,0.12730193138122559,78.5534036404635,10,3,success
Azure Blob Storage,download,10,1048576,10.0,0.9955098628997803,10.045103893668523,10,3,success
AWS S3,upload,10,1048576,10.0,0.1596369743347168,62.6421293793293,25,1,success
Azure Blob Storage,upload,10,1048576,10.0,2.6054179668426514,3.838155768964162,25,1,success
AWS S3,download,10,1048576,10.0,0.12872600555419922,77.68438053326814,25,1,success
Azure Blob Storage,download,10,1048576,10.0,0.9191031455993652,10.880171662864676,25,1,success
AWS S3,upload,10,1048576,10.0,0.16461420059204102,60.74810049214851,25,2,success
Azure Blob Storage,upload,10,1048576,10.0,1.545362949371338,6.470971757196621,25,2,success
AWS S3,download,10,1048576,10.0,0.16476893424987793,60.69105226373951,25,2,success
Azure Blob Storage,download,10,1048576,10.0,0.89261794090271,11.203001353397557,25,2,success
AWS S3,upload,10,1048576,10.0,0.16704201698303223,59.86517752007136,25,3,success
Azure Blob Storage,upload,10,1048576,10.0,1.1382839679718018,8.785154040092504,25,3,success
AWS S3,download,10,1048576,10.0,0.1292281150817871,77.38254166805038,25,3,success
Azure Blob Storage,download,10,1048576,10.0,0.981442928314209,10.189079478290866,25,3,success
AWS S3,upload,10,1048576,10.0,0.16971611976623535,58.92192217082186,50,1,success
Azure Blob Storage,upload,10,1048576,10.0,1.4494142532348633,6.899338803714385,50,1,success
AWS S3,download,10,1048576,10.0,0.12492489814758301,80.04809408118358,50,1,success
Azure Blob Storage,download,10,1048576,10.0,1.0609571933746338,9.425450963004977,50,1,success
AWS S3,upload,10,1048576,10.0,0.16681909561157227,59.945175720676296,50,2,success
Azure Blob Storage,upload,10,1048576,10.0,1.3459787368774414,7.429537871600533,50,2,success
AWS S3,download,10,1048576,10.0,0.14583778381347656,68.56933600136017,50,2,success
Azure Blob Storage,download,10,1048576,10.0,0.9268100261688232,10.789697691701976,50,2,success
AWS S3,upload,10,1048576,10.0,0.18139410018920898,55.12858460980361,50,3,success
Azure Blob Storage,upload,10,1048576,10.0,1.027155876159668,9.735620690199443,50,3,success
AWS S3,download,10,1048576,10.0,0.12945985794067383,77.24402111257214,50,3,success
Azure Blob Storage,download,10,1048576,10.0,1.0216951370239258,9.787655473362426,50,3,success
AWS S3,upload,50,1048576,50.0,0.8297610282897949,60.25831329178483,10,1,success
Azure Blob Storage,upload,50,1048576,50.0,2.4815402030944824,20.148776932023896,10,1,success
AWS S3,download,50,1048576,50.0,0.6344878673553467,78.80371331355555,10,1,success
Azure Blob Storage,download,50,1048576,50.0,1.770488977432251,28.240785815292252,10,1,success
AWS S3,upload,50,1048576,50.0,1.0021388530731201,49.89328559278182,10,2,success
Azure Blob Storage,upload,50,1048576,50.0,4.436521053314209,11.270091902899583,10,2,success
AWS S3,download,50,1048576,50.0,0.6339530944824219,78.8701884022216,10,2,success
Azure Blob Storage,download,50,1048576,50.0,1.754560947418213,28.497157692682944,10,2,success
AWS S3,upload,50,1048576,50.0,0.8221027851104736,60.81964555475996,10,3,success
Azure Blob Storage,upload,50,1048576,50.0,4.005395889282227,12.483160561928894,10,3,success
AWS S3,download,50,1048576,50.0,0.6166017055511475,81.0896232525138,10,3,success
Azure Blob Storage,download,50,1048576,50.0,2.264569044113159,22.07925615250154,10,3,success
AWS S3,upload,50,1048576,50.0,0.8359401226043701,59.81289645988648,25,1,success
Azure Blob Storage,upload,50,1048576,50.0,4.429306268692017,11.288449469710097,25,1,success
AWS S3,download,50,1048576,50.0,0.6357822418212891,78.64327864327865,25,1,success
Azure Blob Storage,download,50,1048576,50.0,2.239241123199463,22.328993283474187,25,1,success
AWS S3,upload,50,1048576,50.0,0.7737231254577637,64.62259993898738,25,2,success
Azure Blob Storage,upload,50,1048576,50.0,2.346914052963257,21.30457224748775,25,2,success
AWS S3,download,50,1048576,50.0,0.595264196395874,83.99631676612385,25,2,success
Azure Blob Storage,download,50,1048576,50.0,2.4035539627075195,20.80252857883696,25,2,success
AWS S3,upload,50,1048576,50.0,0.8446469306945801,59.196331843511715,25,3,success
Azure Blob Storage,upload,50,1048576,50.0,5.271318197250366,9.48529345583446,25,3,success
AWS S3,download,50,1048576,50.0,0.6127910614013672,81.59387946302124,25,3,success
Azure Blob Storage,download,50,1048576,50.0,2.0784530639648438,24.05635271100148,25,3,success
AWS S3,upload,50,1048576,50.0,0.8011448383331299,62.41068731595464,50,1,success
Azure Blob Storage,upload,50,1048576,50.0,3.8653829097747803,12.935329090828233,50,1,success
AWS S3,download,50,1048576,50.0,0.7149059772491455,69.93926696821413,50,1,success
Azure Blob Storage,download,50,1048576,50.0,2.1778910160064697,22.957989923519417,50,1,success
AWS S3,upload,50,1048576,50.0,0.8141438961029053,61.41420483447333,50,2,success
Azure Blob Storage,upload,50,1048576,50.0,5.2800071239471436,9.46968419289211,50,2,success
AWS S3,download,50,1048576,50.0,0.6127970218658447,81.59308582760401,50,2,success
Azure Blob Storage,download,50,1048576,50.0,1.865828275680542,26.79775017438998,50,2,success
AWS S3,upload,50,1048576,50.0,0.8295769691467285,60.2716828691955,50,3,success
Azure Blob Storage,upload,50,1048576,50.0,5.058815956115723,9.883735726648409,50,3,success
AWS S3,download,50,1048576,50.0,0.8976140022277832,55.70323087196198,50,3,success
Azure Blob Storage,download,50,1048576,50.0,1.555222988128662,32.14973054131807,50,3,success
AWS S3,upload,100,1048576,100.0,1.5842037200927734,63.123194783398084,10,1,success
Azure Blob Storage,upload,100,1048576,100.0,4.352491140365601,22.975348317791223,10,1,success
AWS S3,download,100,1048576,100.0,1.3544461727142334,73.83091481561476,10,1,success
Azure Blob Storage,download,100,1048576,100.0,2.9732930660247803,33.632742477584806,10,1,success
AWS S3,upload,100,1048576,100.0,1.6383180618286133,61.03820883741263,10,2,success
Azure Blob Storage,upload,100,1048576,100.0,4.302661895751953,23.24142645247833,10,2,success
AWS S3,download,100,1048576,100.0,1.2870447635650635,77.69737528242912,10,2,success
Azure Blob Storage,download,100,1048576,100.0,3.080018997192383,32.467332211637604,10,2,success
AWS S3,upload,100,1048576,100.0,1.6465559005737305,60.73283024594289,10,3,success
Azure Blob Storage,upload,100,1048576,100.0,5.1504340171813965,19.415839454773863,10,3,success
AWS S3,download,100,1048576,100.0,1.3544540405273438,73.83048594330005,10,3,success
Azure Blob Storage,download,100,1048576,100.0,3.0905826091766357,32.35635886356103,10,3,success
AWS S3,upload,100,1048576,100.0,1.625607967376709,61.51544653251972,25,1,success
Azure Blob Storage,upload,100,1048576,100.0,5.102508783340454,19.59820242279585,25,1,success
AWS S3,download,100,1048576,100.0,1.4772839546203613,67.69179323124675,25,1,success
Azure Blob Storage,download,100,1048576,100.0,3.501164197921753,28.561928075055363,25,1,success
AWS S3,upload,100,1048576,100.0,1.6608259677886963,60.21100460823407,25,2,success
Azure Blob Storage,upload,100,1048576,100.0,5.579503059387207,17.9227431073374,25,2,success
AWS S3,download,100,1048576,100.0,1.2892827987670898,77.56250226531185,25,2,success
Azure Blob Storage,download,100,1048576,100.0,3.63576602935791,27.504520145830277,25,2,success
AWS S3,upload,100,1048576,100.0,1.8112587928771973,55.21022197007491,25,3,success
Azure Blob Storage,upload,100,1048576,100.0,7.040184020996094,14.204174166721755,25,3,success
AWS S3,download,100,1048576,100.0,1.3914620876312256,71.86685206079625,25,3,success
Azure Blob Storage,download,100,1048576,100.0,3.166109085083008,31.58450871801792,25,3,success
AWS S3,upload,100,1048576,100.0,1.6190152168273926,61.76594201255198,50,1,success
Azure Blob Storage,upload,100,1048576,100.0,5.128558158874512,19.49865769328538,50,1,success
AWS S3,download,100,1048576,100.0,1.3956358432769775,71.65192874754365,50,1,success
Azure Blob Storage,download,100,1048576,100.0,3.0558230876922607,32.72440750996466,50,1,success
AWS S3,upload,100,1048576,100.0,1.581873893737793,63.21616431997058,50,2,success
Azure Blob Storage,upload,100,1048576,100.0,5.313297271728516,18.820704900531215,50,2,success
AWS S3,download,100,1048576,100.0,1.3202629089355469,75.74248986561649,50,2,success
Azure Blob Storage,download,100,1048576,100.0,3.630991220474243,27.54068900969114,50,2,success
AWS S3,upload,100,1048576,100.0,1.617414951324463,61.82705305037051,50,3,success
Azure Blob Storage,upload,100,1048576,100.0,4.39453387260437,22.755541975316746,50,3,success
AWS S3,download,100,1048576,100.0,1.2458930015563965,80.26371435996336,50,3,success
Azure Blob Storage,download,100,1048576,100.0,4.744203090667725,21.07835564558967,50,3,success
